423,DISTRICT NAME,PROPTAX,FEDERAL,STATE,LOCAL,TOTAL,MEMBER
3510,Swallow,5262900,149190.49,810518.91,409791.5,6632400.9,423
5726,Thorp,2299976,800703.89,5327482.22,256863.09,8685025.2,583
5733,Three Lakes,8563746,449235.59,1362328.5,248371.05,10623681.14,491
5740,Tigerton,1546528,339270.96,1959446.23,506600.71,4351845.9,253
5747,Tomah Area,12855733,2912084.65,23527879.21,1396537.29,40692234.15,3248
5754,Tomahawk,14021134,1082064.94,3312350.8,584648.99,19000198.73,1165
126,Tomorrow River,4494926.26,803049.21,7365339.94,530875.52,13194190.93,942
5780,Trevor-Wilmot Consolidated,3234150,373432.26,4285976.7,495473.46,8389032.42,456
4375,Tri-County Area,2713490,936435.36,4871996.78,377637.12,8899559.26,640
5810,Turtle Lake,5021343,483054.07,1643312,710483.21,7858192.28,494
5817,Twin Lakes #4,4396699,413629.19,2044061.57,81475.2,6935864.96,431
5824,Two Rivers,5666081,1616449.91,16376914.96,449773.89,24109219.76,1736
5859,Union Grove J1,3554912,437381.45,5830908.93,352017.7,10175220.08,580
5852,Union Grove UHS,6086515,206747.12,4742294.86,1387248.6,12422805.58,724
238,Unity,10767256,1230421.27,3885712.68,390422.21,16273812.16,1079
5866,Valders Area,5506951,583627.86,6670079.33,1046030.08,13806688.27,955
5901,Verona Area,61608664,3008925.32,27957092.02,2684838.23,95259519.57,5690
5985,Viroqua Area,5326525,1509260.53,8687182.53,336730.51,15859698.57,1129
5992,Wabeno Area,5528279,1116591.15,1057558.36,272173.1,7974601.61,389
6022,Walworth J1,2584327,477930.37,3364793.43,138025.58,6565076.38,425
6027,Washburn,3098330,749915.93,3702972.59,483727.35,8034945.87,517
6069,Washington,1469677,72190.4,182437.75,15761.8,1740066.95,72
6104,Washington-Caldwell,1464168,98194.72,587084.33,86458.12,2235905.17,158
6113,Waterford Graded,10931062,855554.63,8965053.33,608645.98,21360315.94,1405
6083,Waterford UHS,8945777,310191.19,7144735.41,997567.79,17398271.39,1095
6118,Waterloo,4604767,747939.26,6661814.44,361043.4,12375564.1,820
6125,Watertown,19809583,3772792.71,29050585.42,1956993.6,54589954.73,3938
6174,Waukesha,86005144,8133089.6,72491347.56,7514182.12,174143763.3,12572
6181,Waunakee Community,33583120,1125948.93,26399794,5033130.22,66141993.15,4282
6195,Waupaca,12933280,1894574.25,13076455.17,830889.35,28735198.77,2171
6216,Waupun,9906061,1415557.62,16337585.45,1368472.14,29027676.21,2165
6223,Wausau,46133157,6886441.85,71834061.56,2319696.39,127173356.8,8487
6230,Wausaukee,4456859,501455.55,1293704.84,292780.02,6544799.41,427
6237,Wautoma Area,7400118,1789269.32,8898448.02,434343.3,18522178.64,1382
6244,Wauwatosa,57598209,3474135.14,26699696.63,17716387.71,105488428.5,6319
6251,Wauzeka-Steuben,1019503,462713.51,3085111.09,221560.37,4788887.97,266
6293,Webster,7378098,851801.02,1642402.18,602786.29,10475087.49,653
6300,West Allis,41834530,8682009.48,65354942.42,5408460.68,121279942.6,8414
6307,West Bend,41977315,4611414.93,40120459.59,3131081.41,89840270.93,6699
6328,West Depere,20875667,1932113.04,26905896.1,5045921.02,54759597.16,3868
6370,West Salem,9240504,1061026.87,13227512.14,1730435.91,25259478.92,1799
6321,Westby Area,5747733,1190204.2,9961391.11,874343.62,17773671.93,1167
6335,Westfield,7499258,1188809.28,5686612.16,287867.51,14662546.95,1168
6354,Weston,2002213,386574.28,2460196.63,96465.02,4945448.93,295
6384,Weyauwega-Fremont,6846385,660614.42,4720116.34,391659.63,12618775.39,852
6412,Wheatland J1,3725916,449009.31,3067562.93,201384.55,7443872.79,458
6440,White Lake,1939187,278095.64,628820.16,102137.12,2948239.92,155
6419,Whitefish Bay,22218030,857877.55,13967263.56,3273289.94,40316461.05,2850
6426,Whitehall,3100000,981830.61,6824044.13,593782.86,11499657.6,789
6461,Whitewater,16864595,1953045.89,12137469.12,1164622.92,32119732.93,2071
6470,Whitnall,16594094,1473228.32,12664485.47,1602809.72,32334617.51,2196
6475,Wild Rose,5919289,564186.67,1500820.97,509773.12,8494069.76,577
6482,Williams Bay,9332010,375668.92,692784.8,227961.11,10628424.83,609
6545,Wilmot UHS,13323535,487714.91,5533085.8,685922.92,20030258.63,1001
6608,Winneconne Community,9778198,840940.35,9006763.54,783013.91,20408915.8,1580
6615,Winter,3490984,473246.5,739120.09,84382.04,4787732.63,277
6678,Wisconsin Dells,19472376,1569273.59,4653899.53,1266137.89,26961687.01,1795
469,Wisconsin Heights,8138484,519559.74,3130930.98,569649.4,12358624.12,806
6685,Wisconsin Rapids,24463682,4975584.69,43854282.89,1739681.26,75033230.84,5214
6692,Wittenberg-Birnamwood,4973582,919593.2,8456416.38,717617.46,15067209.04,1131
6713,Wonewoc-Union Center,2352598,444841.67,2830443.53,110615.84,5738499.04,387
6720,Woodruff J1,5265672,365505.74,1420761.96,174616.84,7226556.54,437
6734,Wrightstown Community,6340961,768594.96,9656264.98,1096076.76,17861897.7,1387
6748,Yorkville J2,4209883,98385.16,1054462.31,247127.43,5609857.9,336
,,,,,,,
,STATE TOTALS,"5,206,642,881","844,398,235","6,009,931,815","531,341,662","12,592,314,592","854,497"
